City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
93,ta`u,-14.2336,-169.5144,79.2,72,100,14.5,AS,1690506697
94,el calafate,-50.3408,-72.2768,25.2,63,100,1.19,AR,1690506698
95,jamestown,42.097,-79.2353,70.47,94,40,8.05,US,1690506492
96,margaret river,-33.95,115.0667,58.75,65,86,18.41,AU,1690506698
97,ceerigaabo,10.6162,47.368,62.51,64,100,21.92,SO,1690506699
98,sferracavallo,42.726,12.0956,67.82,81,0,3.85,IT,1690506699
99,chibougamau,49.9168,-74.3659,59.59,56,81,1.79,CA,1690506542
100,al ghayzah,16.2079,52.176,76.68,88,100,9.19,YE,1690506700
101,naryshkino,52.9678,35.7268,62.83,97,97,6.29,RU,1690506701
102,raduzhny,62.0961,77.475,63.9,82,63,8.55,RU,1690506701
103,lorengau,-2.0226,147.2712,83.89,71,7,4.72,PG,1690506701
104,ararat,39.8317,44.7049,79.14,36,2,3.67,AM,1690506702
105,nha trang,12.25,109.1833,84.2,67,98,5.01,VN,1690506702
106,lompoc,34.6391,-120.4579,73.85,75,0,25.99,US,1690506703
107,poronaysk,49.2167,143.1167,65.61,85,100,8.97,RU,1690506703
108,zeya,53.75,127.2667,65.08,97,100,5.28,RU,1690506704
109,sechura,-5.5569,-80.8222,73.35,74,4,15.95,PE,1690506704
110,wailua homesteads,22.0669,-159.378,86.43,74,40,16.11,US,1690506704
111,papatowai,-46.5619,169.4708,48.36,69,99,6.51,NZ,1690506705
112,port alfred,-33.5906,26.891,59.09,84,0,10.56,ZA,1690506705
113,santa ana de yacuma,-13.75,-65.4333,75.13,56,14,8.32,BO,1690506706
114,port hedland,-20.3167,118.5667,69.85,37,0,13.8,AU,1690506706
115,santa marta,11.2408,-74.199,83.89,75,89,5.01,CO,1690506707
116,kapuskasing,49.4169,-82.4331,77.0,65,0,9.22,CA,1690506707
117,ghadamis,30.1337,9.5007,92.88,17,0,11.12,LY,1690506707
118,mount pearl,47.5166,-52.7813,66.96,89,48,8.99,CA,1690506708
119,caribou,46.8606,-68.012,66.63,86,0,0.0,US,1690506611
120,akureyri,65.6835,-18.0878,48.13,81,100,6.91,IS,1690506709
121,wingham,43.8879,-81.3114,73.27,82,1,5.21,CA,1690506709
122,polyarnyy,69.1989,33.4478,52.61,90,67,1.41,RU,1690506710
123,volkhov,59.9258,32.3382,58.53,99,100,1.79,RU,1690506710
124,hadibu,12.65,54.0333,77.13,80,97,26.42,YE,1690506711
125,soio,-6.1349,12.3689,70.57,91,40,8.63,AO,1690506711
126,tralee,52.2704,-9.7026,55.47,86,100,4.97,IE,1690506712
127,isafjordur,66.0755,-23.124,44.1,91,100,8.66,IS,1690506712
128,strathfieldsaye,-36.8,144.3667,53.02,97,96,9.51,AU,1690506713
129,arraial do cabo,-22.9661,-42.0278,70.29,88,0,13.29,BR,1690506608
130,lazaro cardenas,17.9583,-102.2,85.87,71,100,9.84,MX,1690506713
131,lubang,13.8584,120.124,83.05,82,100,28.36,PH,1690506714
132,port lincoln,-34.7333,135.8667,60.98,73,2,16.98,AU,1690506627
133,ouricuri,-7.8825,-40.0817,70.75,56,5,2.64,BR,1690506715
134,korla,41.7597,86.1469,90.03,21,60,5.14,CN,1690506716
135,san luis de la loma,17.2706,-100.8939,84.63,75,100,6.96,MX,1690506716
136,kaa-khem,51.6833,94.7333,71.73,47,93,1.36,RU,1690506717
137,karratha,-20.7377,116.8463,69.31,34,53,15.3,AU,1690506717
138,hilo,19.7297,-155.09,88.29,97,43,1.99,US,1690506016
139,kharan,28.5833,65.4167,84.27,66,16,5.93,PK,1690506718
140,waingapu,-9.6567,120.2641,78.33,59,0,13.38,ID,1690506718
141,trenggalek,-8.05,111.7167,74.3,77,11,6.53,ID,1690506719
142,cooper's town,26.8667,-77.5167,84.34,74,100,10.31,BS,1690506719
143,labasa,-16.4167,179.3833,74.86,74,93,13.69,FJ,1690506720
144,port elizabeth,-33.918,25.5701,53.89,87,0,3.44,ZA,1690506720
145,kayes,14.0,-11.0,84.25,67,100,4.29,ML,1690506721
146,haiku-pauwela,20.9219,-156.3051,85.17,62,20,21.85,US,1690506721
147,ilulissat,69.2167,-51.1,39.22,93,20,2.3,GL,1690506721
148,castillos,-34.1667,-53.8333,47.46,77,100,3.22,UY,1690506722
149,hameenkyro,61.6391,23.1953,58.48,86,100,3.67,FI,1690506723
150,talnakh,69.4865,88.3972,76.21,44,5,5.59,RU,1690506723
151,floriano,-6.7669,-43.0225,76.96,42,0,5.08,BR,1690506724
152,merritt island,28.5392,-80.672,78.06,94,40,5.99,US,1690506724
153,lerwick,60.1545,-1.1494,55.4,87,7,7.65,GB,1690506724
154,nahiyat ash shinafiyah,31.5874,44.6602,95.59,11,0,8.12,IQ,1690506725
155,nova sintra,14.8667,-24.7167,72.59,81,37,17.81,CV,1690506725
156,port-vila,-17.7338,168.3219,73.56,62,99,19.44,VU,1690506726
157,bhadrakh,21.0528,86.52,82.42,86,37,2.82,IN,1690506726
158,utrik,11.2278,169.8474,83.37,79,25,19.06,MH,1690506727
159,west vero corridor,27.6378,-80.4858,82.02,85,0,4.61,US,1690506727
160,rio grande,-32.035,-52.0986,48.94,79,99,5.57,BR,1690506583
161,canutama,-6.5339,-64.3831,80.04,49,98,1.9,BR,1690506728
162,tazovsky,67.4667,78.7,61.03,89,100,2.01,RU,1690506729
163,dalandzadgad,43.5708,104.425,82.94,23,3,15.35,MN,1690506729
164,phayakkhaphum phisai,15.5163,103.1937,80.67,72,100,16.51,TH,1690506729
165,kabatas,40.75,37.45,66.09,94,38,1.25,TR,1690506730
166,kolonia town,6.964,158.206,87.91,74,100,6.91,FM,1690506730
167,katsuura,35.1333,140.3,82.65,71,3,9.53,JP,1690506731
168,coronel dorrego,-38.7187,-61.2873,38.84,95,100,4.7,AR,1690506731
169,nampa,43.5407,-116.5635,96.66,24,0,6.91,US,1690506540
170,muynoq,43.7683,59.0214,76.23,61,0,9.19,UZ,1690506732
171,el granada,37.5027,-122.4694,79.48,70,100,17.27,US,1690506732
172,san jose del guaviare,2.5729,-72.6459,74.12,96,100,1.5,CO,1690506733
173,jipijapa,-1.3333,-80.5833,74.14,90,57,4.99,EC,1690506733
174,lamu,-2.2717,40.902,75.42,84,14,16.6,KE,1690506734
175,golere,16.2557,-14.1017,88.39,55,100,15.7,SN,1690506734
176,winnemucca,40.973,-117.7357,93.25,9,0,12.66,US,1690506735
177,carora,10.1755,-70.0827,81.84,63,58,9.35,VE,1690506735
178,hermanus,-34.4187,19.2345,53.42,78,0,4.03,ZA,1690506737
179,prince rupert,54.3161,-130.3201,59.09,94,20,6.91,CA,1690506581
180,mandalgovi,45.7625,106.2708,70.95,42,10,12.03,MN,1690506738
181,constitucion,-35.3333,-72.4167,53.37,84,100,7.74,CL,1690506738
182,mugia,43.1041,-9.2179,65.91,93,100,17.29,ES,1690506739
183,pucon,-39.2822,-71.9543,45.41,95,100,5.14,CL,1690506739
184,praia da vitoria,38.7333,-27.0667,73.76,96,98,7.45,PT,1690506740
185,hirara,24.8,125.2833,86.27,84,75,20.71,JP,1690506740
186,nikolayevsk-on-amure,53.1406,140.73,80.42,49,100,3.94,RU,1690506741
187,aptos,36.9772,-121.8994,83.71,60,0,10.36,US,1690506741
188,shentala,54.45,51.4833,67.51,83,10,1.25,RU,1690506742
189,izluchinsk,60.9794,76.9242,64.42,83,20,6.42,RU,1690506742
190,ujae,8.9322,165.7642,83.5,79,100,14.43,MH,1690506743
191,kone,-21.0595,164.8658,74.3,42,5,6.64,NC,1690506743
192,karungdong,5.8844,121.263,83.05,79,100,13.78,PH,1690506744
193,taguatinga,-12.3857,-46.5711,79.65,34,84,6.24,BR,1690506744
194,riosucio,5.4216,-75.7032,60.01,98,50,2.06,CO,1690506745
195,badger,64.8,-147.5333,83.52,46,20,10.36,US,1690506745
196,uturoa,-16.7333,-151.4333,80.06,77,0,7.94,PF,1690506745
197,lata,40.1629,-8.3327,62.08,97,2,2.53,PT,1690506746
198,omdurman,15.6445,32.4777,86.09,47,36,14.32,SD,1690506746
199,coquimbo,-29.9533,-71.3436,55.13,87,0,3.44,CL,1690506747
200,whitehorse,60.7161,-135.0538,78.03,44,75,11.5,CA,1690506747
201,saudarkrokur,65.7461,-19.6394,46.11,92,59,7.56,IS,1690506748
202,prado,-17.3411,-39.2208,71.78,84,100,7.05,BR,1690506745
203,sitka,57.0531,-135.33,67.89,68,20,17.27,US,1690506748
204,alaghsas,17.0187,8.0168,90.9,31,6,8.57,NE,1690506749
205,stephenville,32.2207,-98.2023,96.93,27,0,8.05,US,1690506750
206,luimneach,52.6647,-8.6231,58.95,96,100,4.0,IE,1690506750
207,carnarvon,-24.8667,113.6333,60.13,61,0,12.33,AU,1690506750
208,port blair,11.6667,92.75,82.44,83,40,6.91,IN,1690506751
209,natal,-5.795,-35.2094,75.85,94,40,4.61,BR,1690506727
210,saint-pierre,-21.3393,55.4781,64.08,68,40,10.36,RE,1690506752
211,roma,43.2128,-75.4557,75.96,81,100,6.91,US,1690506752
212,maceio,-9.6658,-35.7353,72.84,100,40,3.44,BR,1690506753
213,maicanesti,45.5,27.5,58.1,65,0,2.84,RO,1690506753
214,puerto baquerizo moreno,-0.9,-89.6,75.22,78,28,11.54,EC,1690506753
215,flying fish cove,-10.4217,105.6791,76.68,83,100,14.97,CX,1690506754
216,qui nhon,13.7667,109.2333,84.56,71,100,14.97,VN,1690506754
217,keflavik,64.0049,-22.5624,51.71,81,0,9.22,IS,1690506755
218,hawaiian paradise park,19.5933,-154.9731,82.04,74,40,10.36,US,1690506572
219,qamdo,31.1667,97.2333,48.7,55,100,3.44,CN,1690506757
220,vallegrande,-18.4897,-64.1069,52.0,91,65,2.51,BO,1690506757
221,qusmuryn,52.4503,64.6311,71.49,62,71,5.12,KZ,1690506758
222,nar'yan-mar,67.6713,53.087,56.91,87,100,7.63,RU,1690506758
223,qaqortoq,60.7167,-46.0333,43.61,75,100,3.38,GL,1690506759
224,chernyshevskiy,63.0128,112.4714,65.08,52,100,6.2,RU,1690506759
225,kingston,17.997,-76.7936,85.15,73,20,16.11,JM,1690506742
226,kupang,-10.1667,123.5833,79.52,65,9,10.6,ID,1690506761
227,dakhla,23.6848,-15.958,67.68,89,0,22.93,EH,1690506762
228,mirny,62.5353,113.9611,69.24,43,100,8.99,RU,1690506763
229,kzyltu,53.6364,72.3414,66.15,71,0,4.54,KZ,1690506763
230,mumbwa,-14.9783,27.0619,55.72,59,17,4.61,ZM,1690506764
231,puerto san jose,13.9256,-90.8244,82.76,76,47,5.21,GT,1690506764
232,hithadhoo,-0.6,73.0833,83.08,78,99,15.28,MV,1690506765
233,osorno,-40.5667,-73.15,52.11,87,100,8.05,CL,1690506765
234,kerikeri,-35.2268,173.9474,59.92,67,19,1.99,NZ,1690506766
235,dwarka,22.2394,68.9678,81.66,82,100,20.4,IN,1690506766
236,binbrook,43.121,-79.804,80.82,75,20,4.61,CA,1690506767
237,mirnyy,62.5353,113.9611,69.24,43,100,8.99,RU,1690506763
238,st. john's,47.5649,-52.7093,67.78,89,51,5.01,CA,1690506632
239,la'ie,21.6477,-157.9253,87.76,65,9,14.2,US,1690506768
240,vondrozo,-22.8167,47.2833,57.54,95,68,0.87,MG,1690506768
241,port douglas,-16.4833,145.4667,74.98,69,36,12.88,AU,1690506769
242,tura,25.5198,90.2201,76.15,95,100,5.79,IN,1690506770
243,togur,58.3631,82.8265,63.72,84,76,2.98,RU,1690506770
244,yuzhno-kurilsk,44.0306,145.8556,73.02,80,49,4.56,RU,1690506771
245,queenstown,-31.8976,26.8753,47.55,37,0,6.13,ZA,1690506771
246,sydney,-33.8679,151.2073,68.77,49,0,13.8,AU,1690506545
247,berdigestyakh,62.0989,126.6992,72.25,46,100,6.89,RU,1690506772
248,devils lake,48.1128,-98.8651,77.11,59,0,6.91,US,1690506772
249,tatarsk,55.219,75.9828,60.89,88,6,6.76,RU,1690506773
250,arvika,59.6553,12.5852,48.81,96,70,2.51,SE,1690506773
251,kandahar,31.0,65.75,80.38,51,5,11.07,AF,1690506774
252,hami,42.8,93.45,95.36,10,2,6.2,CN,1690506774
253,boende,-0.2167,20.8667,76.73,75,100,1.86,CD,1690506775
254,petropavlovsk-kamchatsky,53.0452,158.6483,52.39,100,100,4.47,RU,1690506775
255,palma soriano,20.2172,-75.9989,85.06,86,100,2.17,CU,1690506776
256,soe,-9.8607,124.284,70.27,68,30,5.37,ID,1690506777
257,boa vista,2.8197,-60.6733,80.58,78,20,3.44,BR,1690506772
258,stanley,54.868,-1.6985,59.9,89,75,4.61,GB,1690506575
259,namibe,-15.1961,12.1522,59.31,86,84,10.09,AO,1690506778
260,rockland,41.1668,-74.0496,87.78,84,3,5.28,US,1690506778
261,arkhangel'sk,64.5401,40.5433,51.84,88,69,2.13,RU,1690506779
262,saldanha,-33.0117,17.9442,52.88,81,0,5.53,ZA,1690506779
263,svobodnyy,51.4,128.1333,76.71,63,20,9.1,RU,1690506780
264,luderitz,-26.6481,15.1594,52.83,88,0,0.87,NA,1690506780
265,kpandu,6.9954,0.2931,74.44,94,100,6.62,GH,1690506780
266,san patricio,28.017,-97.5169,89.46,58,0,15.01,US,1690506781
267,palikir - national government center,6.9248,158.1611,86.85,74,100,6.91,FM,1690506781
268,rumphi,-11.0186,33.8575,55.83,77,5,4.18,MW,1690506782
269,cabo san lucas,22.8909,-109.9124,94.3,66,0,20.71,MX,1690506624
270,constantia,44.1833,28.65,59.7,71,0,15.08,RO,1690506783
271,samamiya,11.3487,9.6399,75.63,78,94,4.12,NG,1690506783
272,qarqin,37.4185,66.0436,88.68,23,54,10.07,AF,1690506784
273,campos altos,-19.6961,-46.1714,61.61,51,5,0.63,BR,1690506784
274,alice springs,-23.7,133.8833,72.95,56,75,9.22,AU,1690506785
275,aleksandrovskoye,44.7142,43.0008,65.16,81,0,8.01,RU,1690506785
276,suances,43.4334,-4.0434,68.99,93,0,2.3,ES,1690506786
277,grand falls-windsor,48.9332,-55.6649,69.51,88,44,11.25,CA,1690506786
278,onega,63.9061,38.1404,54.05,83,100,5.28,RU,1690506786
279,narsingi,18.0333,78.4333,71.82,93,99,15.1,IN,1690506787
280,oranjemund,-28.55,16.4333,52.54,89,0,4.27,NA,1690506787
281,acapulco de juarez,16.8634,-99.8901,87.62,70,75,6.91,MX,1690506639
282,valozhyn,54.0909,26.5225,48.58,91,6,4.61,BY,1690506788
283,danville,36.586,-79.395,87.35,70,0,3.44,US,1690506789
284,marsh harbour,26.5412,-77.0636,84.67,75,100,11.83,BS,1690506790
285,kasane,-17.8167,25.15,56.25,59,2,5.14,BW,1690506790
286,gamba,-2.65,10.0,69.66,96,61,5.23,GA,1690506791
287,kirakira,-10.4544,161.9205,80.65,86,100,14.67,SB,1690506791
288,harstad,68.799,16.5293,53.8,100,72,8.99,NO,1690506791
289,dapa,9.7594,126.0531,78.89,87,100,12.26,PH,1690506792
290,novyy urengoy,66.0833,76.6333,68.04,75,100,4.16,RU,1690506792
291,fortaleza,-3.7227,-38.5247,80.73,74,0,11.5,BR,1690506670
292,tonghae,37.5439,129.1069,85.48,66,50,3.0,KR,1690506793
293,tete,-16.1564,33.5867,59.09,77,20,0.0,MZ,1690506794
294,suntar,62.1444,117.6319,73.2,47,15,5.91,RU,1690506794
295,vernon,50.2581,-119.2691,84.61,30,100,8.99,CA,1690506795
296,ust'-ilimsk,58.0006,102.6619,68.09,71,100,1.14,RU,1690506795
297,south hedland,-20.4089,118.5983,69.73,37,0,13.8,AU,1690506796
298,brookings,44.3114,-96.7984,91.18,67,75,3.44,US,1690506797
299,vulcan,45.3833,23.2667,48.99,75,0,3.38,RO,1690506797
300,dasht-e archi,37.1333,69.1667,84.18,15,0,2.84,AF,1690506798
301,el porvenir,13.7617,-87.3458,85.33,56,100,2.82,HN,1690506798
302,sisimiut,66.9395,-53.6735,43.92,86,36,6.73,GL,1690506798
303,sawakin,19.1059,37.3321,95.58,39,1,7.99,SD,1690506799
304,sandnessjoen,66.0217,12.6316,52.32,96,67,3.06,NO,1690506799
305,opuwo,-18.0607,13.84,58.96,47,28,3.49,NA,1690506800
306,touros,-5.1989,-35.4608,76.46,85,24,12.37,BR,1690506800
307,hamilton,39.1834,-84.5333,83.25,75,100,8.05,US,1690506674
